[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:    5.2s
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:    5.5s
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:    6.0s
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:    6.6s
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:    7.2s
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:    7.8s
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:    8.4s
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:    9.1s
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:    9.7s
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:   10.4s
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:   11.1s
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:   11.8s
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:   12.5s
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:   13.2s
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:   14.0s
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:   15.0s
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:   15.8s
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:   16.6s
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:   17.6s
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:   18.5s
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:   19.3s
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:   20.4s
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:   21.3s
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:   22.4s
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:   23.4s
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:   25.4s finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:    2.4s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:    2.5s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:    3.7s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:    3.8s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:    4.9s
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:    5.2s
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:    6.3s
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:    6.6s
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:    7.8s
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:    8.9s
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:    9.4s
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:   10.4s
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:   11.7s
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:   12.9s
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:   14.1s
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:   15.3s
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:   16.5s
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:   17.7s
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:   19.1s
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:   20.5s
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:   21.8s
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:   23.2s
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:   24.7s
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:   26.3s
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:   28.1s
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:   29.6s
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:   31.5s
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:   33.2s
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:   34.9s
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:   37.0s
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:   38.7s
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:   40.8s
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:   42.7s
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:   44.8s
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:   48.9s finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:    4.2s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:    4.4s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:    7.3s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:    7.6s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:   10.4s
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:   10.9s
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:   13.7s
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:   14.3s
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:   17.0s
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:   19.9s
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:   21.4s
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:   23.9s
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:   26.6s
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:   29.4s
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:   32.4s
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:   35.5s
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:   38.6s
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:   41.7s
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:   44.9s
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:   48.2s
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:   51.5s
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:   54.9s
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:   59.0s
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:  1.0min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:  1.1min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:  1.2min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:  1.5min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:  1.5min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:  1.6min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:  1.7min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:  1.8min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:  2.0min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:    7.6s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:    7.8s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:   13.6s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:   14.2s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:   19.8s
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:   20.7s
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:   26.3s
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:   27.5s
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:   33.3s
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:   38.7s
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:   41.5s
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:   46.8s
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:   52.6s
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:   58.6s
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  1.1min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:  1.2min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:  1.5min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:  1.6min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:  1.7min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:  1.8min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:  2.0min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:  2.1min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:  2.2min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:  2.4min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:  2.5min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:  2.6min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:  2.8min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:  2.9min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:  3.1min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:  3.2min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:  3.4min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:  3.6min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:  3.9min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:   13.9s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:   14.2s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:   26.1s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:   27.0s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:   38.5s
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:   40.1s
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:   51.6s
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:   54.0s
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:  1.1min
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:  1.5min
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:  1.7min
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  2.1min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:  2.3min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:  2.5min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:  2.7min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:  2.9min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:  3.2min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:  3.4min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:  3.6min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:  3.9min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:  4.1min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:  4.4min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:  4.7min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:  5.0min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:  5.2min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:  5.6min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:  5.8min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:  6.2min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:  6.5min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:  6.8min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:  7.1min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:  7.8min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:   26.6s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:   27.2s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:   51.6s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:   53.0s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:  1.7min
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:  1.8min
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:  2.2min
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:  2.6min
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:  2.7min
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:  3.1min
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:  3.5min
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:  3.8min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  4.3min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:  4.7min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:  5.1min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:  5.5min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:  5.9min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:  6.4min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:  6.8min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:  7.2min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:  7.8min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:  8.4min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:  8.9min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:  9.4min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed: 10.0min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed: 10.6min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed: 11.1min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed: 11.8min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed: 12.4min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed: 13.1min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed: 13.7min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed: 14.4min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed: 15.7min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:   39.9s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:   41.0s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:  2.0min
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:  2.6min
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:  2.7min
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:  3.3min
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:  3.9min
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:  4.1min
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:  4.7min
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:  5.2min
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:  5.9min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  6.5min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:  7.1min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:  7.6min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:  8.3min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:  9.0min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:  9.7min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed: 10.4min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed: 11.1min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed: 11.8min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed: 12.7min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed: 13.5min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed: 14.3min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed: 15.2min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed: 16.1min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed: 16.9min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed: 18.0min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed: 18.8min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed: 19.8min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed: 20.8min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed: 21.9min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed: 24.0min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
